Date,WindPower,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
2020/12/10 4:30,,5.9,16136,276,-14.1,65,919,,,
2020/12/10 4:45,,6.7,19601,283,-14.2,65,919,,,
2020/12/10 5:00,,7.4,23067,288,-14.4,64,919,,,
2020/12/10 5:15,,8,26584,292,-14.6,64,919,,,
2020/12/10 5:30,,8.5,30152,296,-14.7,65,919,,,
2020/12/10 5:45,,9.1,33720,299,-14.8,65,919,,,
2020/12/10 6:00,,9.7,37288,302,-14.9,66,919,,,
2020/12/10 6:15,,10.2,39773,303,-14.9,66,919,,,
2020/12/10 6:30,,10.6,41174,303,-14.7,67,919,,,
2020/12/10 6:45,,11.1,42576,303,-14.6,67,920,,,
2020/12/10 7:00,,11.5,43977,304,-14.4,68,920,,,
2020/12/10 7:15,,11.8,44640,303,-14.3,68,920,,,
2020/12/10 7:30,,12,44640,302,-14.4,67,920,,,
2020/12/10 7:45,,12,44640,302,-14.4,66,920,,,
2020/12/10 8:00,,12.1,44544.1935483871,301,-14.5,65,920,,,
2020/12/10 8:15,,12.1,44640,300,-14.5,65,920,,,
2020/12/10 8:30,,11.9,44640,299,-14.5,64,920,,,
2020/12/10 8:45,,11.7,44640,297,-14.4,63,921,,,
2020/12/10 9:00,,11.5,44640,296,-14.4,62,921,,,
2020/12/10 9:15,,11.4,44640,296,-14.3,60,921,,,
2020/12/10 9:30,,11.5,44640,296,-14.1,59,921,,,
2020/12/10 9:45,,11.6,44640,297,-14,58,921,,,
2020/12/10 10:00,,11.7,44640,297,-13.8,57,921,,,
2020/12/10 10:15,,11.7,44640,297,-13.6,56,921,,,
2020/12/10 10:30,,11.8,44640,298,-13.5,55,921,,,
2020/12/10 10:45,,11.8,44640,299,-13.4,54,922,,,
2020/12/10 11:00,,11.8,44640,299,-13.3,53,922,,,
2020/12/10 11:15,,11.9,44640,300,-13.2,52,922,,,
2020/12/10 11:30,,12.1,44640,300,-13.2,51,922,,,
2020/12/10 11:45,,12.1,44640,301,-13.1,50,922,,,
2020/12/10 12:00,,12.2,44640,301,-13.1,49,922,,,
2020/12/10 12:15,,12.2,44640,301,-13.1,49,922,,,
2020/12/10 12:30,,12,44640,299,-13.1,49,922,,,
2020/12/10 12:45,,11.9,44640,298,-13.2,48,922,,,
2020/12/10 13:00,,11.8,44640,297,-13.2,48,922,,,
2020/12/10 13:15,,11.7,44640,296,-13.2,48,922,,,
2020/12/10 13:30,,11.8,44640,296,-13.3,48,922,,,
2020/12/10 13:45,,11.8,44640,295,-13.4,49,922,,,
2020/12/10 14:00,,11.9,44640,294,-13.5,49,922,,,
2020/12/10 14:15,,11.8,44640,294,-13.6,49,922,,,
2020/12/10 14:30,,11.6,44640,293,-13.8,50,922,,,
2020/12/10 14:45,,11.5,44640,291,-13.9,51,923,,,
2020/12/10 15:00,,11.3,44640,291,-14.1,52,923,,,
2020/12/10 15:15,,11.3,44640,290,-14.3,52,923,,,
2020/12/10 15:30,,11.3,44640,290,-14.6,52,923,,,
2020/12/10 15:45,,11.3,44640,290,-14.9,53,923,,,
2020/12/10 16:00,,11.3,44640,290,-15.2,53,923,,,
2020/12/10 16:15,,11.3,44640,290,-15.5,53,923,,,
2020/12/10 16:30,,11.2,44362.2580645161,290,-15.7,53,923,,,
2020/12/10 16:45,,11.1,44018.7096774194,291,-15.9,53,924,,,
2020/12/10 17:00,,11.1,43675.1612903226,292,-16.1,53,924,,,
2020/12/10 17:15,,11,43409.0322580645,292,-16.3,53,924,,,
2020/12/10 17:30,,10.9,43221.2903225806,293,-16.4,53,924,,,
2020/12/10 17:45,,10.7,43032.5806451613,294,-16.6,54,925,,,
2020/12/10 18:00,,10.6,42844.8387096774,295,-16.7,54,925,,,
2020/12/10 18:15,,10.5,42739.3548387097,295,-16.9,54,925,,,
2020/12/10 18:30,,10.4,42716.1290322581,295,-17.1,54,925,,,
2020/12/10 18:45,,10.3,42693.8709677419,295,-17.3,55,925,,,
2020/12/10 19:00,,10.2,42670.6451612903,295,-17.5,55,925,,,
2020/12/10 19:15,,10.1,42724.8387096774,295,-17.7,55,925,,,
2020/12/10 19:30,,10.1,42855.4838709677,295,-17.8,55,925,,,
2020/12/10 19:45,,10.2,42987.0967741936,294,-18,56,925,,,
2020/12/10 20:00,,10.3,44555,294,-18.1,56,925,,,
2020/12/10 20:15,,10.3,44640,293,-18.2,56,925,,,
2020/12/10 20:30,,10.4,44640,293,-18.3,56,925,,,
2020/12/10 20:45,,10.5,44640,292,-18.4,56,926,,,
2020/12/10 21:00,,10.6,44640,292,-18.5,56,926,,,
2020/12/10 21:15,,10.6,44640,292,-18.6,56,926,,,
2020/12/10 21:30,,10.6,44640,293,-18.7,56,926,,,
2020/12/10 21:45,,10.7,44640,292,-18.7,57,926,,,
2020/12/10 22:00,,10.8,44640,293,-18.8,57,926,,,
2020/12/10 22:15,,10.8,44640,293,-18.8,57,926,,,
2020/12/10 22:30,,10.8,44640,293,-18.9,58,926,,,
2020/12/10 22:45,,10.6,44640,293,-19,58,926,,,
2020/12/10 23:00,,10.6,44640,293,-19.1,59,926,,,
2020/12/10 23:15,,10.6,44640,293,-19.1,59,926,,,
2020/12/10 23:30,,10.6,44640,292,-19.2,59,926,,,
2020/12/10 23:45,,10.5,44640,292,-19.3,60,926,,,
2020/12/11 0:00,,10.5,44640,292,-19.7,59,926,,,
2020/12/11 0:15,,10.5,44640,292,-19.7,59,926,,,
2020/12/11 0:30,,10.4,44640,291,-19.8,60,926,,,
2020/12/11 0:45,,10.4,44640,291,-19.8,60,926,,,
2020/12/11 1:00,,10.4,44640,291,-19.9,61,926,,,
2020/12/11 1:15,,10.4,44640,291,-19.9,61,926,,,
2020/12/11 1:30,,10.4,44640,291,-20,61,926,,,
2020/12/11 1:45,,10.3,44640,291,-20,62,926,,,
2020/12/11 2:00,,10.3,44640,291,-20.1,62,926,,,
2020/12/11 2:15,,10.3,44640,291,-20.1,62,926,,,
2020/12/11 2:30,,10.2,44640,291,-20.2,62,926,,,
2020/12/11 2:45,,10.2,44640,291,-20.2,63,926,,,
2020/12/11 3:00,,10.1,44640,291,-20.3,63,926,,,
2020/12/11 3:15,,10.1,44640,291,-20.3,63,926,,,
2020/12/11 3:30,,10.1,44640,291,-20.3,63,926,,,
2020/12/11 3:45,,10,44640,290,-20.4,63,926,,,
2020/12/11 4:00,,10,44640,290,-20.4,63,926,,,
2020/12/11 4:15,,10,44640,290,-20.4,63,926,,,
2020/12/11 4:30,,9.9,44640,291,-20.5,63,926,,,
2020/12/11 4:45,,9.9,44640,291,-20.5,63,926,,,
2020/12/11 5:00,,9.8,44640,291,-20.6,63,926,,,
2020/12/11 5:15,,9.8,44640,291,-20.6,63,926,,,
2020/12/11 5:30,,9.7,44640,291,-20.7,63,926,,,
2020/12/11 5:45,,9.8,44640,292,-20.8,64,926,,,
2020/12/11 6:00,,9.7,44640,292,-20.9,64,926,,,
2020/12/11 6:15,,9.7,44621,292,-20.9,64,926,,,
2020/12/11 6:30,,9.6,44520,292,-21,64,926,,,
2020/12/11 6:45,,9.6,44418,292,-21.1,65,926,,,
2020/12/11 7:00,,9.5,44317,292,-21.2,65,926,,,
2020/12/11 7:15,,9.5,44156,292,-21.2,65,926,,,
2020/12/11 7:30,,9.4,43936,292,-21.3,65,926,,,
2020/12/11 7:45,,9.3,43715,292,-21.4,66,926,,,
2020/12/11 8:00,,9.2,43495,292,-21.5,66,926,,,
2020/12/11 8:15,,9.2,43369,292,-21.4,66,926,,,
2020/12/11 8:30,,9.1,43337,291,-21.2,65,926,,,
2020/12/11 8:45,,9,43305,291,-21.1,65,927,,,
2020/12/11 9:00,,9,41877.0967741936,291,-20.9,64,927,,,
2020/12/11 9:15,,8.9,41535.4838709677,291,-20.6,64,927,,,
2020/12/11 9:30,,8.7,40882.2580645161,291,-20.2,63,927,,,
2020/12/11 9:45,,8.5,40229.0322580645,291,-19.8,63,927,,,
2020/12/11 10:00,,8.2,39575.8064516129,291,-19.4,62,927,,,
2020/12/11 10:15,,8,38938.064516129,290,-19,62,927,,,
2020/12/11 10:30,,7.9,38313.8709677419,291,-18.6,62,927,,,
2020/12/11 10:45,,7.7,37689.6774193548,291,-18.3,61,927,,,
2020/12/11 11:00,,7.6,37065.4838709677,291,-17.9,61,927,,,
2020/12/11 11:15,,7.5,36753.8709677419,292,-17.6,61,927,,,
2020/12/11 11:30,,7.6,36756.7741935484,293,-17.4,60,927,,,
2020/12/11 11:45,,7.6,36759.6774193548,293,-17.2,60,926,,,
2020/12/11 12:00,,7.7,36762.5806451613,294,-17,59,926,,,
2020/12/11 12:15,,7.7,36670.6451612903,294,-16.9,59,926,,,
2020/12/11 12:30,,7.7,36485.8064516129,294,-16.8,58,926,,,
2020/12/11 12:45,,7.7,36300.9677419355,294,-16.7,58,926,,,
2020/12/11 13:00,,7.7,36116.1290322581,294,-16.6,57,926,,,
2020/12/11 13:15,,7.7,35848.064516129,294,-16.6,57,926,,,
2020/12/11 13:30,,7.6,35497.7419354839,293,-16.6,57,926,,,
2020/12/11 13:45,,7.5,35147.4193548387,293,-16.5,58,926,,,
2020/12/11 14:00,,7.5,34797.0967741936,293,-16.5,58,926,,,
2020/12/11 14:15,,7.4,34193.2258064516,293,-16.5,58,926,,,
2020/12/11 14:30,,7.3,33334.8387096774,293,-16.6,59,926,,,
2020/12/11 14:45,,7.1,32477.4193548387,293,-16.7,59,926,,,
2020/12/11 15:00,,6.9,31619.0322580645,293,-16.8,60,926,,,
2020/12/11 15:15,,6.9,30899.0322580645,293,-17.1,61,926,,,
2020/12/11 15:30,,6.8,30317.4193548387,294,-17.5,62,926,,,
2020/12/11 15:45,,6.7,29734.8387096774,293,-18,63,926,,,
2020/12/11 16:00,,6.6,29153.2258064516,293,-18.4,64,926,,,
2020/12/11 16:15,,6.6,28693.5483870968,293,-18.8,64,926,,,
2020/12/11 16:30,,6.7,28357.7419354839,293,-19.1,65,926,,,
2020/12/11 16:45,,6.7,28021.935483871,293,-19.5,65,926,,,
2020/12/11 17:00,,6.8,28609,292,-19.8,66,926,,,
2020/12/11 17:15,,6.8,28197,292,-20.1,66,926,,,
2020/12/11 17:30,,6.9,27721,293,-20.3,66,926,,,
2020/12/11 17:45,,6.8,27244,294,-20.6,65,927,,,
2020/12/11 18:00,,6.8,26768,294,-20.8,65,927,,,
2020/12/11 18:15,,6.7,26188,295,-21,65,927,,,
2020/12/11 18:30,,6.7,25503,296,-21.2,65,927,,,
2020/12/11 18:45,,6.5,24818,297,-21.4,64,927,,,
2020/12/11 19:00,,6.5,24133,299,-21.6,64,927,,,
2020/12/11 19:15,,6.4,23455,300,-21.8,64,927,,,
2020/12/11 19:30,,6.2,22784,303,-22,64,927,,,
2020/12/11 19:45,,6.1,22114,305,-22.3,64,927,,,
2020/12/11 20:00,,6,21443,308,-22.5,64,927,,,
2020/12/11 20:15,,5.9,20835,310,-22.7,64,927,,,
2020/12/11 20:30,,5.8,20288,312,-22.9,64,927,,,
2020/12/11 20:45,,5.7,19741,314,-23,64,927,,,
2020/12/11 21:00,,5.6,19194,316,-23.2,64,927,,,
2020/12/11 21:15,,5.5,18598,316,-23.4,64,927,,,
2020/12/11 21:30,,5.4,17954,317,-23.5,64,927,,,
2020/12/11 21:45,,5.3,17309,317,-23.7,64,927,,,
2020/12/11 22:00,,5.2,16665,317,-23.8,64,927,,,
2020/12/11 22:15,,5.1,16192,318,-24,64,927,,,
2020/12/11 22:30,,5,15890,317,-24.2,64,927,,,
2020/12/11 22:45,,5,15589,317,-24.3,65,927,,,
2020/12/11 23:00,,4.9,15287,316,-24.5,65,927,,,
2020/12/11 23:15,,4.8,14954,315,-24.6,65,927,,,
2020/12/11 23:30,,4.7,14591,314,-24.7,65,927,,,
2020/12/11 23:45,,4.7,14227,312,-24.8,65,927,,,
2020/12/12 0:00,,4.8,13217,312,-24.4,65,927,,,
2020/12/12 0:15,,4.8,13106,310,-24.5,65,927,,,
2020/12/12 0:30,,4.8,13185,308,-24.6,65,927,,,
2020/12/12 0:45,,4.9,13264,307,-24.7,65,927,,,
2020/12/12 1:00,,4.9,13343,305,-24.8,65,927,,,
2020/12/12 1:15,,5,13542,304,-24.9,65,927,,,
2020/12/12 1:30,,5.1,13861,303,-24.9,65,927,,,
2020/12/12 1:45,,5.4,14179,303,-25,65,927,,,
2020/12/12 2:00,,5.4,14498,302,-25,65,927,,,
2020/12/12 2:15,,5.7,14846,302,-25,65,927,,,
2020/12/12 2:30,,5.8,15225,302,-25,65,927,,,
2020/12/12 2:45,,5.9,15603,303,-25,65,927,,,
2020/12/12 3:00,,6.1,15982,303,-25,65,927,,,
2020/12/12 3:15,,6.1,16356,304,-25,65,927,,,
2020/12/12 3:30,,6.3,16727,304,-25,65,927,,,
2020/12/12 3:45,,6.4,17097,304,-24.9,65,927,,,
2020/12/12 4:00,,6.5,17468,304,-24.9,65,927,,,
2020/12/12 4:15,,6.6,17927,305,-24.9,65,927,,,
2020/12/12 4:30,,6.7,18476,306,-24.8,65,927,,,
2020/12/12 4:45,,6.8,19024,306,-24.8,66,927,,,
2020/12/12 5:00,,6.9,19573,307,-24.7,66,927,,,
2020/12/12 5:15,,6.9,19859,307,-24.7,66,927,,,
2020/12/12 5:30,,6.9,19883,307,-24.7,66,927,,,
2020/12/12 5:45,,7.1,19906,308,-24.6,66,927,,,
2020/12/12 6:00,,7.1,19930,308,-24.6,66,927,,,
2020/12/12 6:15,,7.1,19983,308,-24.6,66,927,,,
2020/12/12 6:30,,7.2,20064,309,-24.6,66,927,,,
2020/12/12 6:45,,7.1,20145,309,-24.7,67,927,,,
2020/12/12 7:00,,7.2,20226,310,-24.7,67,927,,,
2020/12/12 7:15,,7.2,20356,310,-24.7,67,927,,,
2020/12/12 7:30,,7.2,20534,311,-24.7,67,927,,,
2020/12/12 7:45,,7.2,20713,312,-24.7,67,927,,,
2020/12/12 8:00,,7.3,20891,312,-24.7,67,927,,,
2020/12/12 8:15,,7.3,21058,312,-24.5,67,927,,,
2020/12/12 8:30,,7.4,21213,313,-24.2,66,927,,,
2020/12/12 8:45,,7.4,21369,313,-23.8,65,928,,,
2020/12/12 9:00,,7.4,21524,313,-23.5,64,928,,,
2020/12/12 9:15,,7.4,21484,313,-23,64,928,,,
2020/12/12 9:30,,7.4,21247,313,-22.5,63,928,,,
2020/12/12 9:45,,7.3,21011,313,-21.9,62,928,,,
2020/12/12 10:00,,7.2,20774,313,-21.4,61,928,,,
2020/12/12 10:15,,7.2,20646,312,-20.9,60,928,,,
2020/12/12 10:30,,7,20627,312,-20.4,59,928,,,
2020/12/12 10:45,,6.9,20607,312,-20,58,928,,,
2020/12/12 11:00,,6.7,20588,312,-19.5,57,928,,,
2020/12/12 11:15,,6.5,20706,313,-19.2,56,928,,,
2020/12/12 11:30,,6.4,20961,312,-18.9,55,928,,,
2020/12/12 11:45,,6.3,21217,313,-18.7,54,927,,,
2020/12/12 12:00,,6.2,21472,313,-18.4,53,927,,,
2020/12/12 12:15,,6.1,21886,314,-18.3,53,927,,,
2020/12/12 12:30,,6.1,22457,314,-18.2,52,927,,,
2020/12/12 12:45,,6,23028,314,-18.1,52,927,,,
2020/12/12 13:00,,6,23599,314,-18,51,927,,,
2020/12/12 13:15,,6,24087,314,-18,51,927,,,
2020/12/12 13:30,,6,24492,314,-18,51,927,,,
2020/12/12 13:45,,6,24897,314,-17.9,51,927,,,
2020/12/12 14:00,,6,25302,314,-17.9,51,927,,,
2020/12/12 14:15,,6,25900,314,-17.9,52,927,,,
2020/12/12 14:30,,6.1,26690,314,-18,53,927,,,
2020/12/12 14:45,,6.1,27479,312,-18.1,54,927,,,
2020/12/12 15:00,,6.2,28269,312,-18.2,55,927,,,
2020/12/12 15:15,,6.2,28980,311,-18.5,57,927,,,
2020/12/12 15:30,,6.4,29612,311,-18.9,58,927,,,
2020/12/12 15:45,,6.5,30243,310,-19.3,59,928,,,
2020/12/12 16:00,,6.7,30875,310,-19.7,60,928,,,
2020/12/12 16:15,,6.8,31444,309,-20,60,928,,,
2020/12/12 16:30,,7,31951,309,-20.3,60,928,,,
2020/12/12 16:45,,7.3,32457,307,-20.6,61,928,,,
2020/12/12 17:00,,7.5,32964,307,-20.9,61,928,,,
2020/12/12 17:15,,7.6,33159,307,-21.1,61,928,,,
2020/12/12 17:30,,7.8,33042,308,-21.2,61,928,,,
2020/12/12 17:45,,7.8,32925,309,-21.4,60,928,,,
2020/12/12 18:00,,8,32808,310,-21.5,60,928,,,
2020/12/12 18:15,,8,32481,311,-21.7,60,928,,,
2020/12/12 18:30,,7.9,31946,313,-21.8,60,928,,,
2020/12/12 18:45,,7.9,31411,314,-22,59,929,,,
2020/12/12 19:00,,7.8,30876,316,-22.1,59,929,,,
2020/12/12 19:15,,7.9,30482,317,-22.3,59,929,,,
2020/12/12 19:30,,7.9,30231,318,-22.4,59,929,,,
2020/12/12 19:45,,7.8,29980,318,-22.6,59,929,,,
2020/12/12 20:00,,7.8,29729,319,-22.7,59,929,,,
2020/12/12 20:15,,7.7,29270,320,-22.8,59,929,,,
2020/12/12 20:30,,7.7,28604,320,-22.9,59,929,,,
2020/12/12 20:45,,7.7,27937,321,-23,58,929,,,
2020/12/12 21:00,,7.6,27271,322,-23.1,58,929,,,
2020/12/12 21:15,,7.6,26647,323,-23.1,58,929,,,
2020/12/12 21:30,,7.5,26065,323,-23.2,58,929,,,
2020/12/12 21:45,,7.4,25484,323,-23.3,58,929,,,
2020/12/12 22:00,,7.3,24902,324,-23.4,58,929,,,
2020/12/12 22:15,,7.2,24350,325,-23.4,58,929,,,
2020/12/12 22:30,,7.2,23829,324,-23.5,58,929,,,
2020/12/12 22:45,,7,23308,324,-23.6,58,929,,,
2020/12/12 23:00,,6.9,22787,324,-23.7,58,929,,,
2020/12/12 23:15,,7,22485,323,-23.8,58,929,,,
2020/12/12 23:30,,7,22402,322,-23.9,58,929,,,
2020/12/12 23:45,,7,22319,321,-24,59,930,,,
2020/12/13 0:00,,7.7,24506,319,-24.2,58,929,,,
2020/12/13 0:15,,7.8,24753,318,-24.2,58,929,,,
2020/12/13 0:30,,7.8,25195,317,-24.3,58,929,,,
2020/12/13 0:45,,7.8,25638,316,-24.3,59,929,,,
2020/12/13 1:00,,7.8,26080,314,-24.4,59,929,,,
2020/12/13 1:15,,7.9,26566,313,-24.4,59,929,,,
2020/12/13 1:30,,8,27096,311,-24.4,59,929,,,
2020/12/13 1:45,,8.1,27627,310,-24.4,59,930,,,
2020/12/13 2:00,,8.2,28157,309,-24.4,59,930,,,
2020/12/13 2:15,,8.3,28729,308,-24.4,59,930,,,
2020/12/13 2:30,,8.4,29343,307,-24.4,60,930,,,
2020/12/13 2:45,,8.4,29958,306,-24.3,60,929,,,
2020/12/13 3:00,,8.5,30572,305,-24.3,61,929,,,
2020/12/13 3:15,,8.5,30955,305,-24.3,61,929,,,
2020/12/13 3:30,,8.7,31107,305,-24.3,62,929,,,
2020/12/13 3:45,,8.8,31259,305,-24.3,63,929,,,
2020/12/13 4:00,,8.9,31411,305,-24.3,64,929,,,
2020/12/13 4:15,,8.9,31482,305,-24.3,65,929,,,
2020/12/13 4:30,,8.9,31472,306,-24.3,66,929,,,
2020/12/13 4:45,,8.9,31463,306,-24.3,67,929,,,
2020/12/13 5:00,,8.9,31453,307,-24.3,68,929,,,
2020/12/13 5:15,,8.9,31502,307,-24.3,68,929,,,
2020/12/13 5:30,,8.9,31610,307,-24.3,68,929,,,
2020/12/13 5:45,,8.9,31718,308,-24.2,68,929,,,
2020/12/13 6:00,,8.9,31826,308,-24.2,68,929,,,
2020/12/13 6:15,,8.9,31877,308,-24.2,68,929,,,
2020/12/13 6:30,,8.9,31870,308,-24.2,68,929,,,
2020/12/13 6:45,,8.8,31864,308,-24.3,68,930,,,
2020/12/13 7:00,,8.8,31857,308,-24.3,68,930,,,
2020/12/13 7:15,,8.8,31806,308,-24.3,68,930,,,
2020/12/13 7:30,,8.9,31710,307,-24.3,68,930,,,
2020/12/13 7:45,,8.9,31615,307,-24.3,69,930,,,
2020/12/13 8:00,,8.9,31519,306,-24.3,69,930,,,
2020/12/13 8:15,,8.9,31525,306,-24.2,69,930,,,
2020/12/13 8:30,,8.8,31632,305,-23.9,69,930,,,
2020/12/13 8:45,,8.8,31739,305,-23.7,68,930,,,
2020/12/13 9:00,,8.8,31846,305,-23.4,68,930,,,
2020/12/13 9:15,,8.7,31744,304,-23,68,930,,,
2020/12/13 9:30,,8.6,31433,304,-22.5,68,930,,,
2020/12/13 9:45,,8.4,31123,303,-22,67,930,,,
2020/12/13 10:00,,8.2,30812,303,-21.5,67,930,,,
2020/12/13 10:15,,8,30741,302,-21,67,930,,,
2020/12/13 10:30,,7.9,30909,302,-20.5,67,930,,,
2020/12/13 10:45,,7.8,31077,302,-20.1,67,930,,,
2020/12/13 11:00,,7.6,31245,302,-19.6,67,930,,,
2020/12/13 11:15,,7.5,31622,301,-19.2,67,930,,,
2020/12/13 11:30,,7.5,32209,301,-18.9,67,930,,,
2020/12/13 11:45,,7.5,32796,302,-18.6,66,930,,,
2020/12/13 12:00,,7.5,33383,302,-18.3,66,930,,,
2020/12/13 12:15,,7.6,34034,303,-18.1,66,930,,,
2020/12/13 12:30,,7.8,34750,303,-17.9,65,930,,,
2020/12/13 12:45,,8,35465,305,-17.8,65,930,,,
2020/12/13 13:00,,8.2,36181,306,-17.6,64,930,,,
2020/12/13 13:15,,8.3,36619,306,-17.5,64,930,,,
2020/12/13 13:30,,8.2,36779,306,-17.5,64,930,,,
2020/12/13 13:45,,8.2,36940,305,-17.4,64,930,,,
2020/12/13 14:00,,8.1,37100,304,-17.4,64,930,,,
2020/12/13 14:15,,8.1,37214,304,-17.4,64,930,,,
2020/12/13 14:30,,8,37283,304,-17.4,64,930,,,
2020/12/13 14:45,,8,37351,305,-17.5,64,930,,,
2020/12/13 15:00,,7.9,37420,306,-17.5,64,930,,,
2020/12/13 15:15,,7.9,37335,306,-17.6,64,930,,,
2020/12/13 15:30,,7.8,37097,306,-17.8,65,930,,,
2020/12/13 15:45,,7.7,36858,307,-17.9,66,930,,,
2020/12/13 16:00,,7.6,36620,307,-18.1,67,930,,,
2020/12/13 16:15,,7.6,36398,308,-18.3,67,930,,,
2020/12/13 16:30,,7.7,36192,309,-18.5,67,930,,,
2020/12/13 16:45,,7.7,35986,309,-18.6,67,931,,,
2020/12/13 17:00,,7.8,35780,310,-18.8,67,931,,,
2020/12/13 17:15,,7.9,35584,311,-19,67,931,,,
2020/12/13 17:30,,7.9,35399,313,-19.2,67,931,,,
2020/12/13 17:45,,8.1,35214,315,-19.4,68,931,,,
2020/12/13 18:00,,8.1,35029,316,-19.6,68,931,,,
2020/12/13 18:15,,8.2,34726,318,-19.8,68,931,,,
2020/12/13 18:30,,8.2,34306,319,-20,68,931,,,
2020/12/13 18:45,,8.3,33887,320,-20.3,68,931,,,
2020/12/13 19:00,,8.3,33467,321,-20.5,68,931,,,
2020/12/13 19:15,,8.4,32968,323,-20.7,68,931,,,
2020/12/13 19:30,,8.4,32390,324,-20.9,67,931,,,
2020/12/13 19:45,,8.5,31811,324,-21.2,67,931,,,
2020/12/13 20:00,,8.5,31233,325,-21.4,66,931,,,
2020/12/13 20:15,,8.6,30662,325,-21.6,66,931,,,
2020/12/13 20:30,,8.5,30098,325,-21.8,65,931,,,
2020/12/13 20:45,,8.5,29533,326,-22,65,931,,,
2020/12/13 21:00,,8.4,28969,325,-22.2,64,931,,,
2020/12/13 21:15,,8.3,28340,325,-22.4,64,931,,,
2020/12/13 21:30,,8.2,27645,325,-22.6,64,931,,,
2020/12/13 21:45,,8,26950,325,-22.8,63,932,,,
2020/12/13 22:00,,7.9,26255,325,-23,63,932,,,
2020/12/13 22:15,,7.7,25440,324,-23.2,63,932,,,
2020/12/13 22:30,,7.7,24504,324,-23.4,63,932,,,
2020/12/13 22:45,,7.6,23567,323,-23.5,63,932,,,
2020/12/13 23:00,,7.5,22631,322,-23.7,63,932,,,
2020/12/13 23:15,,7.4,22235,320,-23.9,63,932,,,
2020/12/13 23:30,,7.4,22379,319,-24,64,932,,,
2020/12/13 23:45,,7.3,22524,318,-24.2,65,932,,,
2020/12/14 0:00,,7.3,22841,314,-25.1,65,932,,,
2020/12/14 0:15,,7.4,22940,313,-25.2,65,932,,,
2020/12/14 0:30,,7.4,22967,312,-25.3,66,932,,,
2020/12/14 0:45,,7.4,22993,311,-25.4,66,932,,,
2020/12/14 1:00,,7.4,23020,310,-25.5,67,932,,,
2020/12/14 1:15,,7.5,23136,309,-25.5,67,932,,,
2020/12/14 1:30,,7.5,23342,308,-25.6,67,932,,,
2020/12/14 1:45,,7.5,23548,307,-25.6,68,932,,,
2020/12/14 2:00,,7.5,23754,306,-25.7,68,932,,,
2020/12/14 2:15,,7.5,23761,306,-25.7,68,932,,,
2020/12/14 2:30,,7.5,23570,305,-25.8,69,932,,,
2020/12/14 2:45,,7.5,23378,305,-25.8,69,932,,,
2020/12/14 3:00,,7.6,23187,304,-25.9,70,932,,,
2020/12/14 3:15,,7.6,22976,304,-25.9,70,932,,,
2020/12/14 3:30,,7.6,22745,304,-26,70,932,,,
2020/12/14 3:45,,7.6,22515,303,-26,71,932,,,
2020/12/14 4:00,,7.6,22284,303,-26.1,71,932,,,
2020/12/14 4:15,,7.6,22405,303,-26.1,71,932,,,
2020/12/14 4:30,,7.7,22876,302,-26.1,71,932,,,
2020/12/14 4:45,,7.7,23347,303,-26.2,71,932,,,
2020/12/14 5:00,,7.8,23818,302,-26.2,71,932,,,
2020/12/14 5:15,,7.8,24194,302,-26.2,71,932,,,
2020/12/14 5:30,,7.9,24477,303,-26.2,71,932,,,
2020/12/14 5:45,,8,24759,303,-26.3,71,932,,,
2020/12/14 6:00,,8,25042,303,-26.3,71,932,,,
2020/12/14 6:15,,8,25269,303,-26.3,71,932,,,
2020/12/14 6:30,,8.1,25442,304,-26.3,71,932,,,
2020/12/14 6:45,,8,25614,305,-26.4,71,932,,,
2020/12/14 7:00,,8.1,25787,305,-26.4,71,932,,,
2020/12/14 7:15,,8.1,25813,305,-26.4,71,932,,,
2020/12/14 7:30,,8.1,25693,306,-26.5,71,932,,,
2020/12/14 7:45,,8,25572,307,-26.5,71,932,,,
2020/12/14 8:00,,8,25452,308,-26.6,71,932,,,
2020/12/14 8:15,,8,25263,308,-26.5,71,932,,,
2020/12/14 8:30,,7.9,25005,308,-26.3,70,932,,,
2020/12/14 8:45,,7.8,24748,308,-26,69,933,,,
2020/12/14 9:00,,7.7,24490,309,-25.8,68,933,,,
2020/12/14 9:15,,7.5,24242,309,-25.5,68,933,,,
2020/12/14 9:30,,7.3,24004,308,-25,67,933,,,
2020/12/14 9:45,,7.2,23767,308,-24.5,66,933,,,
2020/12/14 10:00,,7,23529,307,-24,65,933,,,
2020/12/14 10:15,,6.7,23271,307,-23.6,64,933,,,
2020/12/14 10:30,,6.6,22993,306,-23.2,63,933,,,
2020/12/14 10:45,,6.3,22715,306,-22.7,62,933,,,
2020/12/14 11:00,,6.2,22437,306,-22.3,61,933,,,
2020/12/14 11:15,,6,22122,306,-22,61,933,,,
2020/12/14 11:30,,5.9,21770,305,-21.7,60,933,,,
2020/12/14 11:45,,5.7,21418,305,-21.5,60,933,,,
2020/12/14 12:00,,5.6,21066,305,-21.2,59,933,,,
2020/12/14 12:15,,5.5,21144,305,-21,59,933,,,
2020/12/14 12:30,,5.5,21651,305,-20.9,58,933,,,
2020/12/14 12:45,,5.4,22158,306,-20.7,58,933,,,
2020/12/14 13:00,,5.4,22665,306,-20.6,57,933,,,
2020/12/14 13:15,,5.4,23110,306,-20.5,57,933,,,
